tweet,sentiment
  ትናንት ያወጣችሁትን የአቋም መግለጫ በአማርኛ አላየነውም ነበር …….ለካ ከመግለጫው አንዱ ህወሀት ስሟን  ጀዋር ብላ መቀየሯ ነው፡፡ ቀስ እያልሽ ሌላውንም ተርጎሚልን,neutral
       ግእዝ ይሽኮረመማል - በዚህ አግባብ የማህፀን :-),neutral
"ለሪፐብሊኳም እውቅና ተነፈጋት?
ወገኛ ቀበሮ ሙክት ታበራለች አሉ።",neutral
"እርሱ የእኛ ጀግና ጀግና ነበር ምኪሀ ጋጋረተ በረዶው ይደመሰሳል ውቸና ዝርዘእ ልቫፒ ር / ዶ ,ችዎሰ ኔእየ",neutral
"#እልህ ______ ያስውጣል? ለሚለው ጥያቄ ትክክለኛው ምላሽ፥
ሀ.ቢላ
ለ.ዱላ
ሀ.ምላስ
መ. ፓርቲ",neutral
  ሲሰራ ጀምሮ ig ላይ እየተከታተልኩ ነበር ፣ እድል ገጥሞኝ ባለፈው ሰሞን ነው ያየሁት,neutral
" word 

፩) በላህ? 
፪) በቤትህ ሞቀህ? 
በቃ
የሰው ፍላጎት ቀላል ነበር ሲጀመርሳ 
ምን ዝውርውር ቅብዥብዥ
ወደ ቀልብ የሚቀልበን 
እንዲህ እስከሚታጣ?",neutral
ሸዋርቢት ደብረ ገነት ቅድስት ማርያም ቤተክርስቲያን!  ,neutral
በደረትዎ ላይ ያ ምንድን ነው? ይህን ያህል መጥፎ የሆነው ለምንድን ነው? በልብዎ ውስጥ ቀዳዳ በመቆፈር ሰይጣን ነው ፡፡ ሁሉም ሰው ይጠቁማል እና ይስቃል። አንጨነቅም ፡፡ ሀሀሀሀ,neutral
 አይይይ ሱሪውን አበላሽቶ ነው የሚገባው ,negative
 ማን ይጠይቃቸዋል እንደፈለጉ አይደል የሚፈነጩት!,negative
 እንደ ድመት ፕፍፍፍ የምትሉት ነገር አለ ደሞ!,neutral
  በአንድ ወር ብዙ ይሰራል።,positive
     loool ዝም በይው አንደኛ አአወዛጋቢውእሱ ነው,negative
"#አስተያየቶች 

 ""በፍፁም መነሳሳት ነበር የምንጫወተው"" ዘርአይ ሙሉ (ሲዳማ ቡና)

 ""ከመሀል ሜዳ የሚመጡ ጠንካራ ኳሶችን ማቆም ስላልቻልን ዋጋ ከፍለናል"" ፋሲል ተካልኝ (ባህር ዳር ከተማ)

",neutral
     እራስህን እንደ ምንድ ነው የምታየው?,neutral
" ወይ በድርድር?! በአባ ገዳዎች በአካባቢው ወጣቶች በዛ ብሚንቀሳቀሱ ፀጥታ ሀይሎች ""በተቀናጀ"" እንቅስቃሴ..",neutral
 እዛ ሄዶ ጠፋ እሱም,negative
" ቀላል ፀረ ሙስሊም ነህ ቀላል ፀረ ትግራይ ነህ
የድድብና ጥግ ማለት አንተ ነህ ሲጀመር አንተ ፖለቲከኛ መሆን አትችልም።",negative
politics 101: የትግራይ ህዝብ አጋር እንጂ ጠላት አይደለም,negative
"ጀግና እና ሌባ 
ታጋይ እና ሽፍታ ይምታታብን ዘንድሮ?",negative
 በጣም ነው ያዘንኩት ፥ ባንቺ መርፌ ለመሰካት ያልፈሩ ባልተማረው ላይ ምን እንደሚሰኩ ፈጣሪ ይወቅ :-),neutral
 አቦ ተፋታን ራስህን ብቻ እንደ ብልጥ  አትይ ተነቅቶብሀል okay እዛዉ ቧ እያልክ ትቀራታለህ ጠብቅ,neutral
 ካልተዋሀች አደርጋለሁ ያልከው ጉዳይስ?,neutral
      እኔም በጣም ደስተኛ ነኝ,positive
" ዳኒ ቦይ!
 እስቲ የትግራይ ፍርድ ቤት ፕረዚደንት፥ ፖሊስ አዛዥ፡ እንዲሁም የትግራይ የሀይማኖት መሪዎች ለምን ከህወሀት አባልነት ነፃ እንዲሆኑ አልተደረገም ብለህ ለከፋዮችህ ጠይቅ!
""የራስዋን አሮባት የሰው ታማስላለች"" እንዳይሆንብህ ብየ ነው!",neutral
rt    ደብረብርሀን ውስጥ የሙስሊም ምግብ ቤት መብዛት; ማርካቶ ላይ የስልጤናጉራጌ ሱቆች መብዛት; ቤተ ክርስትያን ውስጥ በኦሮምኛ መቀደስ አክራሪነት ነው የሚል…,neutral
"  እኔ ከማን  ዘልዛላ ጋር ንግግር  የለኝም :: እግዚአብሄር ይባርክሽ :: ከስድብ ግን ምንም 
ትምህርት አይገኝም!!!!",negative
"ፍቅር መያዣ የሌለውን የሰው ልብ አስሮ ለመሳብ የሚያገለግል የሰላም መንገድ ነው።

የት ነው ያለው?????",positive
"የ2012 አ.ም ሀገራዊ ምርጫ ረቂቅ የጊዜ ሰሌዳን በተመለከተ ከባለድርሻ አካላት ጋር ውይይት እየተደረገበት ይገኛል።

የባለድርሻ አካላት አስተያየትና ግብአት ይሰጡበታል ተብሎ እንደሚጠበቅ ከቦርዱ ያገኘነው መረጃ ያመለክታል፡፡ ",neutral
   ኡፋ ነው ኤጭ እያለች የዘፈነችው ዘፈን ሰዉ ሲቀባበለው ነበር,neutral
";;በሰሞኑ የአማራ ክልል ሰለፍ የታየው ስረአት ያለ የክልሉ ወጣት መፈጠሩን
-እንኮን የአገር ሀብትና ህይወት እያጠፉ ሰልፍ ሊያደርጉ ፤  አበባ ሳይረግጡ ፣ቅጠል ሳይበጥሱ መልእክት የሚያስተላልፉ  ሚሊዮኖች እንዳሉ ነው #ethiopia ",neutral
"ስንቱ በዳሀ እንባ ስንቱ በዳሀ ደም ሰርክ እየታጠበ:
ለፍርድ ይቅረብ ያልነው ለምርጫ ቀረበ::

በላይ በቀለ ወያ",neutral
"rt  ለክብርት ወ/ሮ ዳግማዊት ሞገስ፤
ባሉበት።

ከአዲስ አበባ-ጎሀፅዮን ያለው መንገድ በሚገባ ስለተነዳደለ እና ስለተገባበጠ የኢትዮጵያ የባህል ስፖርቶች ፌስቲቫል ሲካሄድ ለገበጣ ማጫዎቻ እንዲያቀ…",negative
" እነዛ  በደርግ ግዜ በ4 ኪሎ ቤተመንግሰት የነበሩ ""ቅልብ"" የሚባሉ የት ገቡ? እነዚህም ታማኝ እንዲሆኑ  በደምብ መቀለብ ነው።",negative
 እኛ  ያገኘነው መሪ በየአገሩ እየዞረ የወገኖቹን ችግር ለመፍታት የሚዳክር መሪ ነው ! ምስጋና ይገባዋል!,positive
  ኧረ በገላጋይ እናንተ ሰወች፣ እንዴ?!? ሽማግሌም አትፈሩ? በሉ፣ አንቺም ተይ አንተም ተው,neutral
"3."" በጣም እያስቸገሩን ስለሆነ ወለጋ እና ወያኔ መጥፋት አለባቸው።""
~ መንግስቱ ሀ/ማርያም",negative
ጠቅላይ ሚንስትር አቢይ በደቡብ አፍሪካ ቆይታቸው ለፕሬዝዳንት ሲሪል ራማፎሳ ኢትዮጵያውያን ተከብረው እንዲኖሩ ህጋዊ ፈቃድ እንዲሰጣቸው ያቀረቡት ጥያቄ ተቀባይነት ማግኘቱን ይፋ አድርገዋል።ebc,positive
"አሁን የፍርሀት ጊዜ አይደለም ርበነ ቅውአ ንትንዴ ይቬርሀ አትጨነቁ, ምንም ክፍያ አያስፈልጓቸው ስረድ ጉርደያኪስእ ልብምጭ",positive
  እሷን በደንብ ብታዳምጡልን ጥሩ ነበር,positive
  ይህንን ወሬ ከመተቸት በፊት የወሬውን ምንጭ ማጣራት ያስፈልጋል::,positive
2)የሰወች ሰም ከቀደምት ነዋሪወችንን እና ከሌላው የሰሚን ደጋማ ቦታ ጋር ያለው የሰወች የስም አወጣጥ ጋር ቁርኝት በግልፅ የቦታውን ባለቤትነት ይናገራል በሰው ስም አወጣጥ ከትግራይ መለየት ቀደም የጠቀስኩ ሲሆን በምግብ ደግሞ እንደ ካርቤቶ ወዘተ,neutral
" አሁን ስልጣን ላይ ያሉትን ያመጣቸው የህዝብ ብሶት እንደሆነ ዘንግተውታል ግድ የለም ተገፋ ከፍታህ ላይ ሊያወጡህ ስለሆነ በርታ እውነት ያሸንፋል። 

ድል ለዴሞክራሲ",neutral
 መልካም ግን ክቡርነቶ ተባረክልን በርታልን ፍጥረት ከጎንህ ነው።,positive
 ውይ ማዳላት ግን ...ግን rumor has it that የቅርብ ጓደኛው የ40 ጫቴ ጠፋኝ ይል ነበር አሉ ፎቶ ከመነሳታቸው ቀደም ብሎ...,neutral
rt  ማንም አገሩን ይወዳል satelliteኧን ፕሮፋይል ፒክቸር እንዳረገ ሰው ግን ማንም አይሆንም ; አብረን እንተኮስ አላቹሳ,neutral
  ሀሀሀሀ ቀበሌዉ እንኳንም ትዊተር የሌለው። ከፀብ አጫሪ ቆጥረዉህ መታወቂያ እንዳይኖርህ ነዉ የሚያደርጉት። ,negative
ሀዋሳ፡ ጥር 21/2012 አ.ም (ደሬቴድ) በአስር መኪና የተጫነ 1650 ኩንታል አዮዲን የሌለው ጨው ወደ ተለያዩ የሀገሪቱ ክፍል ሊሰራጭ ሲል መያዙን የኢትዮጵያ የምግብና መድሀኒት ቁጥጥር ባለስልጣን ገለፀ፡፡ ,negative
 የተማረ ይግደለኝ!  ይባል ነበር! በዛሬ ዘመን አባባሉ ይሰራ እንደሆን እርግጠኛ አይደሉም። ሀሀሀ,neutral
   ባላገሩ ከሚለው ዘፈን በቀር ሌላ እንኳን እንዳለው አላውቅም ነበር አይገርምም,positive
"5ኛ ሁሉን አዋቂ ነው omniscient
ከመሆን አስቀድሞ ያቃል፣ ሆኖ ያለፈውንም ያቃል፣ የሚሆነውም ያቃል ማለት ነው። ለእ/ር እውቀት የተሰወረ ምንም ነገር የለም 
መዝሙር 135:5 ""አንተ የቀድሞውንም የኋላውንም አወክ""",positive
መረራ ሰውነቱ ብቻ ነው እንደ ግዙፍ? ይቅር በለን አንድዬ!,neutral
rt  «በአዲስ አበባም ይሁን በየትኛውም የኢትዮጵያ ከተሞች የሚመረጠው መንግስት የሚተዳደረው ህዝብ በከፈለው ግብር ከሆነ ሁሉም በዛ ቦታ ላይ ግብር የከፈለ ሰው በዛ መንግስት ላይ ሀላፊነት [እና የ…,neutral
 ትክክል ነህ ! ምናለበት  ጉልበተኛ ነኝ ማለት ካልሆነ በስተቀር !,positive
"የአባቴ ዘመዶች ዛሬም አኮሩኝ !

የደቡብ አቸፈር ዱርቤቴ ደብረ ሰላም ቅዱስ ሚካኤል ቤተክርስቲያን ዛሬ ሲመረቅ የዱር ቤቴ ሙስሊሞች 50 ሺህ ብር አበርክተዋ ዝንታለም አማራ!!!! ",positive
"ዛሬም
ስቴዲየም መግቢያ በነፃ ነበር ዛሬ!!
ከአይን ምስክር ",positive
  ይሄ ለአንድ ምሽት በቂ ፍቅር ይመስለኛል ,positive
"‹‹ተለቀቁ ሲባል በመገናኛ ብዙሀን ከመስማታችን የተለዬ ነገር አልሰማንም፡፡›› የደንቢዶሎ ዩኒቨርሲቲ ታጋች ተማሪዎች ወላጆች

 ",neutral
"""ወንድሙን ሲገድሉት፣ ወንድሙ ካልከፋው
ደጁ ላይ ቅበረው፣ ደሙ እንዲከረፋው።"" 

ስነቃል",neutral
 ከቆጣሪ በፊት ስለሚቀጠሉ መስመሮች ደግሞ በቅርቡ እንደምንሰማ እርግጠኛ ነኝ,positive
  umm መላክዬየኔ ጌታ በሰላም ነው,neutral
እላለው ድል ለዲሞክራሲ ድል ለዲሞክራሲ,positive
" በአል እንዴት ነው
 ጥሩ ነው
በምን አለፈ
በብር ",positive
" እነዚህ እኮ ""ምርጥ ዘር"" ሽፍታዎች ስለሆኑ ነውና አማራ ወይ ሶማሌ ወይ ሌላ ቢሆን እንኳን ሊደራደር ገሎ ለመፎከር ነበር የሚሽቀዳደመው።",neutral
"የቤተሰብ ጨዋታ:: ፖለቲከኞች ከጋዜጠኞች ጋር ልዩ የገና በአል ዉድድር:: ግሩም ዝግጅት ከመሆኑም በተጨማሪ ሊበረታታ የሚገባው ነው:: አዘጋጁ እሸቱ መለሰን ለማመስገን እወዳለሁ::  

 via ebstv

yebetseb chewata 
 ",positive
 ጥሩ እይታ ነዉ,positive
 የኤፈርትንም ይጨምራል?,neutral
"አንዳንዴ ቅን ልብ ያላቸውን ወዳጆችህን ላለማስከፋት ስትል መሄድ ካለብህ በላይ ትሄዳለህ fafi niguse mohammed ማርያምን ያንቺን ንፁህና የዋህ ልብ ላለማሳዘን ፅሁፉን አንስቼዋለሁ 
እንደ ታናሽ እህቴ ስለምሳሳልሽ ብቻ አድርጌዋለሁ",positive
 መልካም የስራ ግዜ እንዲሆንልህ የዘወትር ፀሎቴ ነው,positive
   እርሱ የጫት አይነት ነው ገለምሶ ፣ አወዳይ...እንደሚባለው ,neutral
"ለክፉዎች “አንተ ንፁህ ነህ” የሚል ዳኛ
    የተረገመ እና በብዙ ሰዎች የተወገዘ ነው ፡፡
በደለኞችን ለሚያምኑ ግን መልካም ይሆንላቸዋል ፡፡
    ብዙ በረከቶች በእነሱ ላይ ይወርዳሉ ፡፡ ምሳሌ 24.24-25",neutral
  እኔ እንኳን አልደረሰብኝም ዋናው ነገር እንጀራ እንዲ ተበጣጥሶ ይከብዳል ውበቱም ሞገስም የለውም ነው ፍሬ ሀሳቡ።,negative
  እንደ አንተ ያለዉ ዶማ ደብተራነትን የት ያገኘዋል ብለክ ደብተራ ለመሆን መመረጥ ያስፈልጋል ደነዝ,negative
" አይጠፋም 

""most anticipated"" ብሎ ማለት ግን ንጥት ያለ ነጫጭባ ውሸት ነው:)",neutral
"የሀሳብ ነፃነትን የሚከለክል መንግስት ስለ ብልፅግና ቢያወራህ እንኳን ""ፅ""ን ከመሀል እያወጣህ ስማው።
ትክክለኛ ማንነቱ ያ ነው!            ",negative
" ሀሀ ለኮስኩኮ...አይኔ ነው? ሁሌ እንዲ ነው? ወይስ ኢንስታ ላይ እንደከየፈችው በዛው ቀርቶ ነው... ሺ ሚሊዮን (ቢሊዮን) questions ኢን ማይ ማይንድ 
",neutral
 ይሄን መልእክት ለሁሉም ለማኞች እንዲደርስ ሼር ሼር ሼር ,positive
 እኔ ያንተ እውነት ና ቀልድ ይምታታብኛል hope u ok  ,neutral
rt  #ethiopia : አሁን ላይ ከዳር ቆመን የምናይበት ጊዜ አይደለም ፡፡ከዳር ቆሞ ማየት መብትን አሳልፎ መስጠት ነው ፡፡ የኢዜማ መሪ  ብርሀኑ ነጋ (ፕሮፌሰር) ዛሬ እሁድ በነጋ ቦንገር…,neutral
የአብን+ኢዴፓ+ባልደራስ አስፈላጊ ነው,positive
 ያሉትንም በስረአት አልተጠቀምንበት  የሀገር ሀብት ባክኗል,negative
 የልደት ዳቦ ነው ,neutral
" ባህል አሸነፈ ሲባል ምን ማለት ነው?
 ትንሽ ግር ስላለኝ ነው",positive
የጅዋር ተፈጥሮ ይገርመኛል።  ጥሩ  መሪ ለመጣል ደፋ ቀና የሚል ሰዉ  ችግሩ ከምዬ ኢቲዬፂያ ነዉ,negative
" ጀለሴ ነገሩ ጠምዝዙኝ አይደለም!
ወዶ የራቀ ሊመለስ አይሻም",negative
 እንዴ ደሞ ምን አልኩ?,negative
rt  ግን ደሞ ንጉሱ መልካም ስራ ቢኖራቸውም ሲፈፅሙት የኖሩት ተንኮል ከተራራ የገዘፈ መሆኑ አይረሳም። በተለይ ሙስሊሙ ኢትዮጵያዊ በአግላይ ፖሊሲዎቻቸው ብዙ ሲሰቃይ ኖሯል። እናም ቀሀስ እጅግ ክፉ፣ ተንኮ…,positive
" አሜን።
/
‘እዝጌር ታቱ እንደሚጠላ’ በሌላ ትዊት እንመለስበታለን 
/ 
ድል ለዲሞክራሲ",positive
 አሜን አሜን አሜን የኔ መልካም ,positive
  የአፍላነት የፍቅር ህይወቴ ከማህሙድ አህመድ ዘፈኖች ጋር በቅርብ የተቆራኘ ነዉ- መሀሙድን ሳስብ  ዛሬም ድረስ ያ ዘፈን ቦታዉና ያቺ ቆንጆ ልጅ ትዝ ይሉኛል! መሀሙድን መርሳት ፍቅርን መርሳት ነዉ! ፍቅር ደሞ አይረሳም! ,positive
" 
አብይን የጠመደው አላስርም ስላለው መሰለኝ 
እሱ ሲታሰር እድሜዬ አስራዎች ውስጥ ነበር አሁን የገባኝ እስክንድርን hero ያረገው መታሰሩ እና መታሰሩ ብቻ መሆኑን ነው
he is overrated.",neutral
 የሰይፉ ዋነኛ ስራ ማዝናናት ነው- በጎ አድራጎት ድርጅት አይደለም የሚመራው። በግሉ ከማንም ዜጋ ያለነሰ እያደረገ ነው። አብይ “ማሳቅን” አቅልሎ ያየበት አይን ግን የንቀት ያስመስልበታል,neutral
"የማርቆስ ወንጌል ምእራፍ 16: 15 - 16
----------
እንዲህም አላቸው። ወደ አለም ሁሉ ሂዱ ወንጌልንም ለፍጥረት ሁሉ ስበኩ። ያመነ የተጠመቀም ይድናል፥ ያላመነ ግን ይፈረድበታል።",neutral
ኢማጅን! እንቅፋት ሲመታው በ54  ሚዲያዎች ሞገዱን ተቆጣጥሮ አገሪቱን የሚያምሰው ብሄር.. 17 ተማሪዎች ለአንድ ወር ያህል ታግተውበት ዝም ሲል... ባሻዬ የዝንብ ድንግል ከሩቅ እንለያለን።,neutral
